,S,I,X,R,D
233,6500692.554100001,2026.295267800007,1177.649190400003,66956.74620799997,1874.788942300001
234,6500136.492399999,2171.4969720999984,1259.2163241000057,67277.14689999967,1883.7599580000046
235,6499540.650400011,2327.0525590000034,1346.9186149999948,67620.2132419999,1893.366083500004
236,6498901.790400009,2493.6927984000026,1441.1606153999971,67987.6160890001,1903.6531739000054
237,6498217.771000013,2672.1991637999927,1542.378653500003,68381.0982460003,1914.6706849000004
238,6497484.8420000095,2863.4061648000065,1651.0419705999966,68802.55203300003,1926.4714681999978
239,6496699.209299995,3068.206071299997,1767.6555167999963,69254.00254200009,1939.1120101000013
240,6495857.501000014,3287.5523079000154,1892.761091899995,69737.58625200018,1952.6523264999955
241,6494956.039499994,3522.462875400001,2026.940499499996,70255.61397999988,1967.1573202999984
242,6493990.167000028,3774.0249620000013,2170.8171709000035,70810.561777,1982.6954789000004
243,6492955.400100004,4043.3983645000067,2325.0597838999965,71405.039689,1999.3411882999947
244,6491847.090500002,4331.822138799988,2490.383580999999,72041.88922000014,2017.1729482000037
245,6490659.587299989,4640.616697000001,2667.554233700001,72724.10727199988,2036.275118299999
246,6489388.088000004,4971.1913636,2857.391393300002,73454.92382399985,2056.7378009000017
247,6488026.015399978,5325.047982500015,3060.7709217000006,74237.77876199993,2078.6579194000005
248,6486567.759700025,5703.785930000001,3278.6282168999983,75076.3665330001,2102.138284099998
249,6485004.789100018,6109.110043600004,3511.9639920000072,75974.60369699984,2127.2889780999967
250,6483332.4091999885,6542.834217900019,3761.8448724000023,76936.71244399992,2154.2280997000016
251,6481725.333499984,6822.796656299992,4029.410810199992,77967.18018299995,2183.0810758999996
252,6480033.613899996,7131.021364300011,4297.466920699993,79052.4063539998,2213.4672599000023
253,6478250.16580001,7468.363765900006,4568.7892252,80195.2544210002,2245.466979199999
254,6476367.921299986,7836.330990199967,4845.9544167000095,81398.96485200002,2279.1709967000074
255,6474378.658000011,8236.107515300006,5131.423227999985,82667.19099300021,2314.681544799997
256,6472275.486299987,8669.257139600013,5427.523188000005,84003.94905200008,2352.110483399993
257,6470049.216199991,9137.148522999985,5736.499776799986,85413.62659099995,2391.5815734999996
258,6467691.731899972,9641.430839000006,6060.5030448000125,86900.99145900013,2433.227958399998
259,6465194.366499998,10183.824680000018,6401.626008000006,88471.18211199969,2477.1932609000005
260,6462546.359200003,10766.187938999996,6761.921553200013,90129.73252099995,2523.6323786999997
261,6459738.272099978,11390.875086999982,7143.414571400006,91882.53911900011,2572.71128219999
262,6456759.395000001,12059.72643400003,7548.159610399984,93735.96435399978,2624.607043099998
263,6453788.551599989,12584.677771000002,7978.181104000026,95696.75985000026,2679.509260300002
264,6450667.600500026,13153.805472,8416.492056599995,97753.04278999966,2737.0851326999955
265,6447562.454899993,13591.059719000012,8866.656562999986,99910.07460000021,2797.4821761999956
266,6444325.881400006,14071.664334000037,9314.269970999972,102155.84792999999,2860.3636488000047
267,6440946.7432000125,14596.69855399999,9763.930130000019,104494.43596000008,2925.8442374999854
268,6437416.633700035,15167.156918,10219.867806999984,106930.50088999997,2994.0542124999897
269,6433904.805300002,15603.41714699997,10685.980795999976,109469.20834999993,3065.1377699000077
270,6430255.877400008,16087.766794000054,11147.804192999974,112098.13761000021,3138.747958499995
271,6426459.312799987,16620.81284700001,11610.587172000041,114821.70303999957,3215.007577099991
272,6422506.625700008,17203.142180999963,12079.099672000004,117644.84116999984,3294.055481299999
273,6418386.89280001,17834.728380999983,12557.68256499998,120573.06350999998,3376.045645699995
274,6414087.165300004,18517.118189000026,13050.225140999983,123612.31188999981,3461.1445386999944
275,6409598.445800002,19250.746071999994,13560.373710000025,126769.04127999996,3549.5332405999834
276,6404907.233199986,20037.804424000045,14091.442812999954,130050.15510000003,3641.404180600002
277,6400179.903100013,20701.610985999952,14646.62218400002,133463.0761400004,3736.9663915000046
278,6395265.150699994,21418.193059199937,15211.110169999987,136997.89178999988,3835.9413803999896
279,6390151.758099989,22188.11888940001,15789.226916000001,140660.8338700001,3938.503135100001
280,6384999.517199969,22840.537861899924,16384.90690100003,144458.56644999984,4044.8397382999997
281,6379661.9405,23545.417429299945,16984.591383000003,148381.1092400004,4154.671243599996
282,6374128.553699998,24304.073189700004,17593.117528000006,152434.12069999974,4268.155277099995
283,6368387.700000004,25115.938069300002,18214.952839999965,156623.8233199997,4385.467340499985
284,6362765.783499997,25644.792523300002,18854.04914199999,160956.92611000067,4506.793629800005
285,6356981.172400008,26228.001300200034,19480.33104400004,165406.80033999987,4631.390555400006
286,6351023.276699993,26867.31249179999,20100.554267999996,169977.6388500003,4759.373604299999
287,6345232.486399994,27209.26840509997,20720.94953229995,174674.42316000024,4890.883603000016
288,6339314.743900006,27609.08091250006,21311.761775899973,179467.4431499996,5025.088641499981
289,6333259.774400008,28064.613917199982,21881.819881799987,184359.53703000033,5162.066855599993
290,6327397.339100013,28236.222253500044,22438.831036299944,189354.17857999966,5301.917016799993
291,6321441.359900003,28465.66548909998,22955.743523299963,194421.67756999936,5443.806925000001
292,6315725.071900009,28409.114601100035,23442.458851899977,199563.82063999996,5587.787028799984
293,6310296.67629999,28075.967543500068,23873.48490010001,204748.96983000042,5732.971706900008
294,6305035.91629999,27643.318761400016,24226.887244199923,209943.92540000024,5878.429939000013
295,6299797.105400007,27275.45279820004,24500.69437869994,215130.94850999938,6023.666756100003
296,6294574.385100018,26966.79710890011,24709.56967119998,220308.56120000087,6168.639465300003
297,6289524.729599977,26547.562839900045,24866.103463700034,225476.1979900007,6313.333533599983
298,6284665.92379999,26022.62324070007,24964.62630660005,230617.55566000025,6457.291450000026
