S,I,X,R,D
6.54663e+06,3414.28,4022.5,18151.3,508.236
6.54613e+06,3223.28,3950.41,18895,529.059
6.54566e+06,3042.92,3866.64,19612.3,549.146
6.54521e+06,2872.59,3773.44,20303.3,568.492
6.54479e+06,2711.76,3672.79,20967.9,587.101
6.54439e+06,2559.9,3566.4,21606.4,604.978
6.54401e+06,2416.51,3455.77,22219,622.132
6.54366e+06,2281.12,3342.17,22806.2,638.574
6.54333e+06,2153.3,3226.7,23368.5,654.319
6.54301e+06,2032.62,3110.33,23906.5,669.383
6.54271e+06,1918.68,2993.85,24420.8,683.784
6.54243e+06,1811.12,2877.95,24912.1,697.539
6.54216e+06,1709.57,2763.21,25381,710.668
6.54191e+06,1613.7,2650.11,25828.3,723.192
6.54168e+06,1523.2,2539.05,26254.7,735.13
6.54145e+06,1437.77,2430.35,26660.9,746.505
6.54124e+06,1357.13,2324.29,27047.7,757.336
6.54104e+06,1281,2221.07,27415.8,767.643
6.54085e+06,1209.13,2120.84,27766,777.449
6.54068e+06,1141.3,2023.73,28099,786.773
6.54051e+06,1077.26,1929.82,28415.5,795.635
6.54035e+06,1016.82,1839.16,28716.3,804.055
6.5402e+06,959.765,1751.78,29001.9,812.052
6.54006e+06,905.91,1667.67,29273,819.644
6.53993e+06,855.076,1586.83,29530.4,826.85
6.5398e+06,807.093,1509.21,29774.6,833.687
6.53969e+06,761.802,1434.77,30006.2,840.173
6.53957e+06,719.052,1363.46,30225.8,846.324
6.53947e+06,678.701,1295.2,30434.1,852.155
6.53937e+06,640.614,1229.92,30631.5,857.681
6.53927e+06,604.664,1167.55,30818.5,862.919
6.53919e+06,570.732,1107.99,30995.8,867.881
6.5391e+06,538.705,1051.16,31163.6,872.582
6.53902e+06,508.475,996.973,31322.6,877.033
6.53895e+06,479.942,945.331,31473.2,881.248
6.53888e+06,453.01,896.146,31615.7,885.239
6.53881e+06,427.59,849.323,31750.6,889.017
6.53875e+06,403.597,804.771,31878.3,892.592
6.53869e+06,380.951,762.401,31999.1,895.976
6.53863e+06,359.576,722.121,32113.5,899.177
6.53858e+06,339.401,683.845,32221.6,902.206
6.53853e+06,320.359,647.485,32324,905.071
6.53848e+06,302.385,612.96,32420.7,907.781
6.53844e+06,285.421,580.186,32512.3,910.344
6.5384e+06,269.408,549.085,32598.8,912.768
6.53836e+06,254.295,519.58,32680.7,915.059
6.53832e+06,240.03,491.597,32758.1,917.226
6.53829e+06,226.565,465.063,32831.2,919.275
6.53825e+06,213.857,439.911,32900.4,921.211
6.53822e+06,201.861,416.074,32965.8,923.042
6.5382e+06,183.135,393.488,33027.6,924.772
6.53818e+06,166.147,371.351,33085.2,926.387
6.53816e+06,150.734,349.791,33139,927.892
6.53814e+06,136.752,328.906,33189,929.293
6.53813e+06,124.067,308.769,33235.6,930.597
6.53812e+06,112.559,289.435,33278.9,931.809
6.5381e+06,102.118,270.937,33319.1,932.934
6.53809e+06,92.6459,253.296,33356.4,933.979
6.53808e+06,84.0526,236.522,33391,934.948
6.53807e+06,76.2565,220.613,33423,935.845
6.53806e+06,69.1836,205.559,33452.7,936.676
6.53806e+06,62.7668,191.346,33480.2,937.446
6.53805e+06,56.9453,177.952,33505.6,938.157
6.53804e+06,51.6639,165.353,33529.1,938.815
6.53804e+06,46.8723,153.522,33550.8,939.423
6.53803e+06,42.5252,142.427,33570.8,939.984
6.53803e+06,38.5814,132.038,33589.3,940.502
6.53802e+06,35.0034,122.322,33606.4,940.979
6.53802e+06,31.7572,113.248,33622.1,941.42
6.53802e+06,28.8122,104.782,33636.6,941.826
6.53801e+06,26.1403,96.8915,33650,942.2
6.53801e+06,24.6753,89.5451,33662.3,942.544
6.53801e+06,23.2924,82.8074,33673.7,942.864
6.538e+06,21.9872,76.624,33684.3,943.161
6.538e+06,20.7551,70.9458,33694.2,943.437
6.538e+06,19.5921,65.7281,33703.4,943.694
6.53799e+06,18.4944,60.9304,33711.9,943.933
6.53799e+06,17.4582,56.5162,33719.8,944.155
6.53799e+06,16.4801,52.4522,33727.2,944.363
6.53799e+06,15.5569,48.7081,33734.1,944.556
6.53798e+06,14.6854,45.2566,33740.6,944.736
6.53798e+06,13.8628,42.0728,33746.5,944.903
6.53798e+06,13.0863,39.134,33752.1,945.06
6.53798e+06,12.3533,36.4196,33757.4,945.206
6.53797e+06,11.6614,33.911,33762.2,945.343
6.53797e+06,11.0083,31.5911,33766.8,945.47
6.53797e+06,10.3918,29.4444,33771.1,945.59
6.53797e+06,9.80988,27.4567,33775,945.701
6.53797e+06,9.26055,25.6151,33778.8,945.806
6.53797e+06,8.74201,23.9079,33782.3,945.903
6.53797e+06,8.25253,22.3244,33785.5,945.995
6.53796e+06,7.79047,20.8547,33788.6,946.08
6.53796e+06,7.64024,19.4899,33791.4,946.16
6.53796e+06,7.49294,18.2503,33794.2,946.236
6.53796e+06,7.34851,17.1235,33796.7,946.308
6.53796e+06,7.20689,16.0981,33799.2,946.377
6.53796e+06,7.06802,15.1639,33801.5,946.442
6.53796e+06,6.93186,14.3118,33803.7,946.504
6.53796e+06,6.79835,13.5338,33805.9,946.564
6.53795e+06,6.66743,12.8223,33807.9,946.621
6.53795e+06,6.53906,12.1709,33809.8,946.675
6.53795e+06,6.41318,11.5737,33811.7,946.728
6.53795e+06,6.28975,11.0252,33813.5,946.778
6.53795e+06,6.16872,10.5208,33815.2,946.827
6.53795e+06,6.05004,10.0561,33816.9,946.873
6.53795e+06,5.93367,9.62736,33818.5,946.919
6.53795e+06,5.81955,9.23104,33820.1,946.962
6.53794e+06,5.70765,8.86404,33821.6,947.004
6.53794e+06,5.59792,8.52358,33823,947.045
6.53794e+06,5.49032,8.20715,33824.4,947.085
6.53794e+06,5.3848,7.91249,33825.8,947.123
6.53794e+06,5.28134,7.63756,33827.1,947.16
6.53794e+06,5.17988,7.38056,33828.4,947.196
6.53794e+06,5.2706,7.13982,33829.7,947.232
6.53794e+06,5.36295,6.93291,33830.9,947.266
6.53794e+06,5.45694,6.7565,33832.2,947.301
6.53794e+06,5.55261,6.60763,33833.4,947.335
6.53793e+06,5.64998,6.48362,33834.6,947.369
6.53793e+06,5.74909,6.3821,33835.8,947.403
6.53793e+06,5.84998,6.30093,33837,947.437
6.53793e+06,5.95266,6.2382,33838.2,947.471
6.53793e+06,6.05717,6.19217,33839.5,947.505
6.53793e+06,6.16355,6.16134,33840.7,947.539
6.53793e+06,6.27183,6.14431,33841.9,947.574
6.53792e+06,6.38205,6.13985,33843.2,947.609
6.53792e+06,6.49423,6.14688,33844.4,947.644
6.53792e+06,6.60841,6.16441,33845.7,947.679
6.53792e+06,6.72464,6.19155,33847,947.715
6.53792e+06,6.84294,6.22752,33848.2,947.751
6.53792e+06,6.96335,6.27162,33849.6,947.788
6.53792e+06,7.08592,6.32324,33850.9,947.825
6.53791e+06,7.21068,6.3818,33852.2,947.862
6.53791e+06,7.33766,6.44682,33853.6,947.9
6.53791e+06,7.46692,6.51785,33855,947.939
6.53791e+06,7.8728,6.59451,33856.4,947.978
6.53791e+06,8.30078,6.70387,33857.8,948.019
6.53791e+06,8.75208,6.84479,33859.3,948.061
6.5379e+06,9.22796,7.01636,33860.9,948.104
6.5379e+06,9.72978,7.21787,33862.5,948.15
6.5379e+06,10.2589,7.44885,33864.2,948.197
6.5379e+06,10.8169,7.709,33866,948.247
6.53789e+06,11.4053,7.99821,33867.8,948.299
6.53789e+06,12.0258,8.31653,33869.7,948.353
6.53789e+06,12.6801,8.66417,33871.8,948.41
6.53788e+06,13.37,9.0415,33873.9,948.47
6.53788e+06,14.0976,9.44904,33876.2,948.532
6.53788e+06,14.8648,9.88743,33878.5,948.598
6.53787e+06,15.6739,10.3575,33881,948.668
6.53787e+06,16.5271,10.8601,33883.6,948.741
6.53786e+06,17.4268,11.3964,33886.3,948.817
6.53786e+06,18.3755,11.9675,33889.2,948.898
6.53785e+06,19.376,12.5748,33892.2,948.983
6.53785e+06,20.4311,13.2197,33895.4,949.072
6.53784e+06,21.5437,13.9039,33898.8,949.167
6.53784e+06,22.717,14.6289,33902.3,949.266
6.53783e+06,25.6241,15.3968,33906.1,949.37
6.53782e+06,28.9034,16.3764,33910.2,949.485
6.53781e+06,32.6026,17.5832,33914.7,949.612
6.5378e+06,36.7755,19.0359,33919.7,949.753
6.53779e+06,41.4827,20.7566,33925.3,949.909
6.53778e+06,46.7927,22.7711,33931.5,950.083
6.53776e+06,52.7826,25.1095,33938.5,950.278
6.53774e+06,59.5397,27.8065,33946.3,950.496
6.53772e+06,67.1621,30.902,33955,950.741
6.5377e+06,75.7607,34.4414,33964.8,951.015
6.53768e+06,85.4607,38.4769,33975.8,951.324
6.53765e+06,96.4029,43.0676,33988.2,951.671
6.53762e+06,108.747,48.2805,34002.2,952.061
6.53758e+06,122.672,54.192,34017.9,952.501
6.53754e+06,138.38,60.8882,34035.6,952.996
6.53749e+06,156.101,68.4669,34055.5,953.554
6.53744e+06,176.091,77.0386,34078,954.183
6.53738e+06,198.642,86.7281,34103.3,954.892
6.53732e+06,224.081,97.6766,34131.8,955.691
6.53724e+06,252.779,110.044,34164,956.592
6.53716e+06,285.153,124.009,34200.3,957.607
6.53707e+06,321.674,139.776,34241.2,958.753
6.53696e+06,362.872,157.575,34287.3,960.045
6.53684e+06,409.346,177.663,34339.4,961.502
6.5367e+06,461.773,200.334,34398.1,963.146
6.53655e+06,520.913,225.917,34464.3,965
6.53638e+06,587.626,254.784,34539,967.091
6.53619e+06,662.88,287.355,34623.2,969.45
6.53597e+06,747.769,324.103,34718.2,972.11
6.53572e+06,843.525,365.562,34825.4,975.112
6.53544e+06,951.536,412.335,34946.3,978.497
6.53512e+06,1073.37,465.1,35082.7,982.316
6.53477e+06,1210.79,524.625,35236.6,986.624
6.53437e+06,1365.78,591.772,35410.1,991.483
6.53392e+06,1540.6,667.516,35605.9,996.964
6.53341e+06,1737.77,752.956,35826.7,1003.15
6.53283e+06,1960.13,849.328,36075.7,1010.12
6.53218e+06,2210.89,958.03,36356.7,1017.99
6.53145e+06,2493.67,1080.63,36673.6,1026.86
6.53063e+06,2812.54,1218.91,37031,1036.87
6.5297e+06,3172.07,1374.86,37434.2,1048.16
6.52865e+06,3577.43,1550.73,37888.8,1060.89
6.52747e+06,4034.41,1749.06,38401.7,1075.25
6.52613e+06,4549.54,1972.7,38980,1091.44
6.52463e+06,5130.15,2224.86,39632.2,1109.7
6.52294e+06,5784.48,2509.16,40367.7,1130.3
6.52103e+06,6521.8,2829.67,41197.1,1153.52
6.51887e+06,7352.48,3190.96,42132.2,1179.7
6.51645e+06,8288.18,3598.17,43186.6,1209.22
6.51371e+06,9341.96,4057.1,44375.2,1242.51
6.51063e+06,10528.5,4574.23,45715.1,1280.02
6.50716e+06,11864,5156.84,47225.4,1322.31
6.50325e+06,13367,5813.12,48927.5,1369.97
6.49885e+06,15057.7,6552.23,50845.5,1423.67
6.49389e+06,16958.9,7384.43,53006.5,1484.18
6.48832e+06,19095.9,8321.2,55440.8,1552.34
6.48204e+06,21496.9,9375.37,58182.5,1629.11
6.47499e+06,24192.9,10561.3,61269.8,1715.55
6.46706e+06,27218.4,11894.9,64745.2,1812.86
6.45814e+06,30611.4,13393.9,68656.5,1922.38
6.44813e+06,34413.5,15078.2,73057,2045.6
6.4369e+06,38670.5,16969.5,78006.2,2184.17
6.42429e+06,43432,19092.1,83570.2,2339.97
6.41017e+06,48752,21472.6,89822.6,2515.03
6.39434e+06,54688.8,24140.4,96845.1,2711.66
6.37664e+06,61304.7,27127.7,104728,2932.38
6.35684e+06,68666,30469.4,113571,3179.99
6.33474e+06,76842.2,34203.8,123485,3457.57
6.31009e+06,85906,38371.8,134589,3768.5
6.28265e+06,95931.5,43017.8,147017,4116.48
6.25213e+06,106994,48188.7,160912,4505.54
6.21826e+06,119166,53934.3,176430,4940.05
6.18074e+06,132518,60306.4,193740,5424.73
6.13927e+06,147115,67358.8,213023,5964.64
6.09354e+06,163011,75145.8,234470,6565.17
6.04324e+06,180247,83722,258286,7232.01
5.98809e+06,198847,93140.1,284683,7971.12
5.9278e+06,218811,103450,313882,8788.68
5.86212e+06,240112,114696,346108,9691.01
5.79085e+06,262689,126917,381588,10684.5
5.71382e+06,286442,140139,420549,11775.4
5.63095e+06,311228,154377,463207,12969.8
5.5422e+06,336854,169629,509767,14273.5
5.44766e+06,363081,185877,560416,15691.6
5.3475e+06,389614,203077,615312,17228.7
5.24198e+06,416115,221162,674581,18888.3
5.13151e+06,442201,240038,738308,20672.6
5.01658e+06,467454,259582,806532,22582.9
4.8978e+06,491436,279643,879236,24618.6
4.77587e+06,513698,300039,956344,26777.6
4.65158e+06,533805,320565,1.03772e+06,29056.1
4.52579e+06,551346,340991,1.12315e+06,31448.3
4.39936e+06,565959,361072,1.21239e+06,33946.9
4.2732e+06,577341,380550,1.30509e+06,36542.6
4.14819e+06,585270,399163,1.40088e+06,39224.7
4.02516e+06,589607,416656,1.49932e+06,41981.1
3.90489e+06,590306,432785,1.59995e+06,44798.6
3.78807e+06,587413,447325,1.70226e+06,47663.3
3.67529e+06,581060,460081,1.80573e+06,50560.5
3.56706e+06,571458,470891,1.90985e+06,53475.7
3.46374e+06,558880,479629,2.01408e+06,56394.3
3.36563e+06,543654,486211,2.11793e+06,59302.1
3.27289e+06,526140,490594,2.22092e+06,62185.7
3.18561e+06,506715,492775,2.32259e+06,65032.6
3.1038e+06,485766,492789,2.42254e+06,67831.2
3.02739e+06,463666,490707,2.5204e+06,70571.1
2.95625e+06,440775,486629,2.61583e+06,73243.4
2.89021e+06,417423,480681,2.70858e+06,75840.1
2.82907e+06,393909,473009,2.79839e+06,78354.8
2.7726e+06,370497,463775,2.88508e+06,80782.2
2.72054e+06,347415,453149,2.9685e+06,83118.1
2.67265e+06,324853,441306,3.04856e+06,85359.7
2.62865e+06,302967,428425,3.12518e+06,87505
2.5883e+06,281878,414680,3.19832e+06,89552.9
2.55133e+06,261680,400239,3.26797e+06,91503.2
2.51751e+06,242438,385262,3.33416e+06,93356.6
2.48658e+06,224195,369901,3.39693e+06,95114.2
2.45834e+06,206973,354295,3.45634e+06,96777.6
2.43256e+06,190777,338571,3.51247e+06,98349.2
2.40905e+06,175599,322843,3.56541e+06,99831.3
2.38762e+06,161418,307215,3.61525e+06,101227
2.36809e+06,148208,291775,3.66211e+06,102539
2.35031e+06,135931,276601,3.70611e+06,103771
2.33413e+06,124549,261760,3.74736e+06,104926
2.3194e+06,114018,247306,3.786e+06,106008
2.306e+06,104292,233285,3.82213e+06,107020
2.29382e+06,95325,219732,3.85589e+06,107965
2.28274e+06,87069.9,206676,3.88739e+06,108847
2.27268e+06,79480.9,194137,3.91677e+06,109669
2.26352e+06,72512.7,182128,3.94413e+06,110436
2.25521e+06,66121.8,170656,3.96959e+06,111149
2.24766e+06,60266.3,159725,3.99327e+06,111812
2.24079e+06,54906.3,149332,4.01527e+06,112428
2.23456e+06,50003.9,139471,4.03569e+06,112999
2.2289e+06,45523.4,130134,4.05464e+06,113530
2.22376e+06,41431.4,121308,4.07221e+06,114022
2.21909e+06,37696.4,112981,4.08848e+06,114477
2.21486e+06,34289.2,105136,4.10355e+06,114899
2.21101e+06,31182.6,97757.2,4.11749e+06,115290
2.20752e+06,28351.4,90826,4.13038e+06,115651
2.20435e+06,25772.3,84324.3,4.1423e+06,115984
2.20147e+06,23423.7,78233,4.15331e+06,116293
2.19886e+06,21285.6,72533,4.16348e+06,116577
2.19648e+06,19340,67205.2,4.17286e+06,116840
2.19433e+06,17569.8,62230.5,4.18151e+06,117082
2.19238e+06,15959.8,57590.2,4.18949e+06,117306
2.19061e+06,14495.7,53265.9,4.19685e+06,117512
2.189e+06,13164.7,49239.7,4.20362e+06,117701
2.18754e+06,11954.8,45494.3,4.20986e+06,117876
2.18621e+06,10855.2,42013,4.21561e+06,118037
2.18501e+06,9856.05,38779.6,4.2209e+06,118185
2.18392e+06,8948.26,35778.6,4.22576e+06,118321
2.18293e+06,8123.59,32995.4,4.23023e+06,118447
2.18203e+06,7374.52,30415.9,4.23434e+06,118562
2.18122e+06,6694.19,28026.6,4.23812e+06,118667
2.18048e+06,6076.35,25814.8,4.2416e+06,118765
2.17981e+06,5515.31,23768.7,4.24478e+06,118854
2.1792e+06,5005.89,21876.8,4.24771e+06,118936
2.17864e+06,4543.36,20128.5,4.2504e+06,119011
2.17814e+06,4123.45,18513.6,4.25287e+06,119080
2.17769e+06,3742.25,17022.7,4.25513e+06,119144
2.17727e+06,3396.2,15647,4.25721e+06,119202
2.1769e+06,3082.09,14378.1,4.25911e+06,119255
2.17656e+06,2796.96,13208.3,4.26086e+06,119304
2.17625e+06,2538.17,12130.2,4.26246e+06,119349
2.17597e+06,2303.29,11137,4.26393e+06,119390
2.17572e+06,2090.11,10222.4,4.26527e+06,119428
2.17549e+06,1896.64,9380.59,4.2665e+06,119462
2.17528e+06,1721.05,8605.93,4.26763e+06,119494
2.17509e+06,1561.7,7893.34,4.26866e+06,119523
2.17492e+06,1417.09,7238.08,4.26961e+06,119549
2.17476e+06,1285.86,6635.71,4.27047e+06,119573
2.17462e+06,1166.78,6082.15,4.27127e+06,119595
2.17449e+06,1058.71,5573.58,4.27199e+06,119616
2.17437e+06,960.648,5106.49,4.27265e+06,119634
2.17427e+06,871.663,4677.6,4.27326e+06,119651
2.17417e+06,790.916,4283.91,4.27382e+06,119667
2.17408e+06,717.646,3922.62,4.27432e+06,119681
2.174e+06,651.161,3591.14,4.27479e+06,119694
2.17393e+06,590.833,3287.09,4.27521e+06,119706
2.17387e+06,536.093,3008.26,4.2756e+06,119717
2.17381e+06,486.423,2752.62,4.27595e+06,119727
2.17376e+06,441.353,2518.29,4.27628e+06,119736
2.17371e+06,400.459,2303.55,4.27657e+06,119744
2.17366e+06,363.353,2106.79,4.27684e+06,119752
2.17362e+06,329.684,1926.54,4.27709e+06,119759
2.17359e+06,299.135,1761.46,4.27732e+06,119765
2.17355e+06,271.416,1610.3,4.27752e+06,119771
2.17352e+06,246.265,1471.9,4.27771e+06,119776
2.1735e+06,223.445,1345.22,4.27788e+06,119781
2.17347e+06,202.739,1229.27,4.27804e+06,119785
2.17345e+06,183.952,1123.18,4.27818e+06,119789
2.17343e+06,166.906,1026.11,4.27831e+06,119793
2.17341e+06,151.439,937.317,4.27843e+06,119796
2.17339e+06,137.405,856.104,4.27854e+06,119799
2.17338e+06,124.672,781.837,4.27864e+06,119802
2.17337e+06,113.119,713.932,4.27873e+06,119804
2.17335e+06,102.636,651.851,4.27881e+06,119807
2.17334e+06,93.1249,595.105,4.27889e+06,119809
2.17333e+06,84.4951,543.24,4.27896e+06,119811
2.17332e+06,76.6649,495.845,4.27902e+06,119813
2.17331e+06,69.5604,452.538,4.27908e+06,119814
2.17331e+06,63.1143,412.974,4.27913e+06,119816
2.1733e+06,57.2656,376.831,4.27918e+06,119817
2.17329e+06,51.9588,343.82,4.27922e+06,119818
2.17329e+06,47.1439,313.671,4.27926e+06,119819
2.17328e+06,42.7751,286.14,4.2793e+06,119820
2.17328e+06,38.8112,261.002,4.27933e+06,119821
2.17327e+06,35.2147,238.052,4.27936e+06,119822
2.17327e+06,31.9514,217.102,4.27939e+06,119823
2.17327e+06,28.9905,197.979,4.27941e+06,119824
2.17326e+06,26.3041,180.526,4.27943e+06,119824
2.17326e+06,23.8665,164.598,4.27946e+06,119825
2.17326e+06,21.6549,150.064,4.27947e+06,119825
2.17325e+06,19.6482,136.803,4.27949e+06,119826
2.17325e+06,17.8275,124.705,4.27951e+06,119826
2.17325e+06,16.1755,113.668,4.27952e+06,119827
2.17325e+06,14.6766,103.6,4.27953e+06,119827
2.17325e+06,13.3166,94.4177,4.27955e+06,119827
2.17325e+06,12.0826,86.0432,4.27956e+06,119828
2.17324e+06,10.963,78.4063,4.27957e+06,119828
2.17324e+06,9.94716,71.4424,4.27958e+06,119828
2.17324e+06,9.02542,65.0928,4.27958e+06,119828
2.17324e+06,8.18911,59.3038,4.27959e+06,119829
2.17324e+06,7.43029,54.0263,4.2796e+06,119829
2.17324e+06,6.74178,49.2154,4.2796e+06,119829
2.17324e+06,6.11708,44.8303,4.27961e+06,119829
2.17324e+06,5.55027,40.8334,4.27961e+06,119829
2.17324e+06,5.03598,37.1908,4.27962e+06,119829
2.17324e+06,4.56935,33.8712,4.27962e+06,119829
2.17324e+06,4.14595,30.8461,4.27963e+06,119830
2.17324e+06,3.76179,28.0898,4.27963e+06,119830
2.17324e+06,3.41323,25.5783,4.27963e+06,119830
2.17323e+06,3.09697,23.2902,4.27964e+06,119830
2.17323e+06,2.81001,21.2056,4.27964e+06,119830
2.17323e+06,2.54964,19.3067,4.27964e+06,119830
2.17323e+06,2.3134,17.5769,4.27964e+06,119830
2.17323e+06,2.09905,16.0014,4.27965e+06,119830
2.17323e+06,1.90456,14.5663,4.27965e+06,119830
2.17323e+06,1.72809,13.2594,4.27965e+06,119830
2.17323e+06,1.56798,12.0691,4.27965e+06,119830
2.17323e+06,1.4227,10.9852,4.27965e+06,119830
2.17323e+06,1.29088,9.9982,4.27965e+06,119830
2.17323e+06,1.17127,9.09947,4.27966e+06,119830
2.17323e+06,1.06275,8.28118,4.27966e+06,119830
2.17323e+06,0.964285,7.53615,4.27966e+06,119830
2.17323e+06,0.874942,6.85786,4.27966e+06,119830
2.17323e+06,0.793877,6.24037,4.27966e+06,119830
2.17323e+06,0.720323,5.67824,4.27966e+06,119830
2.17323e+06,0.653585,5.16655,4.27966e+06,119830
2.17323e+06,0.59303,4.70079,4.27966e+06,119830
2.17323e+06,0.538086,4.27685,4.27966e+06,119831
2.17323e+06,0.488232,3.891,4.27966e+06,119831
2.17323e+06,0.442998,3.53983,4.27966e+06,119831
2.17323e+06,0.401955,3.22023,4.27966e+06,119831
2.17323e+06,0.364714,2.92939,4.27966e+06,119831
2.17323e+06,0.330924,2.66472,4.27966e+06,119831
2.17323e+06,0.300265,2.42388,4.27966e+06,119831
2.17323e+06,0.272446,2.20473,4.27966e+06,119831
2.17323e+06,0.247205,2.00533,4.27966e+06,119831
2.17323e+06,0.224302,1.8239,4.27966e+06,119831
2.17323e+06,0.203522,1.65883,4.27966e+06,119831
2.17323e+06,0.184666,1.50866,4.27966e+06,119831
2.17323e+06,0.167558,1.37204,4.27966e+06,119831
2.17323e+06,0.152035,1.24775,4.27966e+06,119831
2.17323e+06,0.13795,1.13468,4.27966e+06,119831
2.17323e+06,0.125169,1.03183,4.27967e+06,119831
2.17323e+06,0.113573,0.938275,4.27967e+06,119831
2.17323e+06,0.103052,0.853178,4.27967e+06,119831
2.17323e+06,0.0935047,0.775776,4.27967e+06,119831
2.17323e+06,0.0848422,0.705377,4.27967e+06,119831
2.17323e+06,0.0769823,0.641349,4.27967e+06,119831
2.17323e+06,0.0698506,0.583116,4.27967e+06,119831
2.17323e+06,0.0633796,0.530157,4.27967e+06,119831
2.17323e+06,0.0575081,0.481995,4.27967e+06,119831
2.17323e+06,0.0521805,0.438196,4.27967e+06,119831
2.17323e+06,0.0473466,0.398368,4.27967e+06,119831
2.17323e+06,0.0429604,0.36215,4.27967e+06,119831
2.17323e+06,0.0389806,0.329217,4.27967e+06,119831
2.17323e+06,0.0353695,0.299272,4.27967e+06,119831
2.17323e+06,0.032093,0.272044,4.27967e+06,119831
2.17323e+06,0.02912,0.247287,4.27967e+06,119831
2.17323e+06,0.0264224,0.224778,4.27967e+06,119831
2.17323e+06,0.0239747,0.204313,4.27967e+06,119831
2.17323e+06,0.0217538,0.185707,4.27967e+06,119831
2.17323e+06,0.0197386,0.168792,4.27967e+06,119831
2.17323e+06,0.0179101,0.153414,4.27967e+06,119831
2.17323e+06,0.016251,0.139434,4.27967e+06,119831
2.17323e+06,0.0147456,0.126725,4.27967e+06,119831
2.17323e+06,0.0133796,0.115172,4.27967e+06,119831
2.17323e+06,0.0121402,0.104671,4.27967e+06,119831
2.17323e+06,0.0110156,0.0951245,4.27967e+06,119831
2.17323e+06,0.00999523,0.0864472,4.27967e+06,119831
2.17323e+06,0.00906934,0.07856,4.27967e+06,119831
2.17323e+06,0.00822923,0.071391,4.27967e+06,119831
