S,I,X,R,D
6.24598e+06,200.461,184.002,317472,8889.22
6.24593e+06,209.148,185.132,317511,8890.3
6.24588e+06,218.212,187.016,317550,8891.4
6.24583e+06,227.667,189.612,317591,8892.53
6.24577e+06,237.532,192.886,317632,8893.7
6.24571e+06,247.823,196.811,317675,8894.91
6.24565e+06,258.56,201.361,317720,8896.15
6.24559e+06,269.762,206.517,317766,8897.44
6.24552e+06,281.448,212.263,317813,8898.77
6.24545e+06,293.639,218.587,317863,8900.16
6.24538e+06,306.358,225.48,317914,8901.59
6.24531e+06,319.627,232.937,317967,8903.08
6.24523e+06,333.469,240.954,318022,8904.63
6.24514e+06,347.91,249.53,318080,8906.24
6.24506e+06,362.975,258.67,318140,8907.91
6.24497e+06,378.692,268.376,318202,8909.65
6.24488e+06,395.087,278.656,318266,8911.46
6.24478e+06,412.191,289.519,318334,8913.35
6.24468e+06,430.034,300.976,318404,8915.31
6.24457e+06,448.647,313.039,318477,8917.36
6.24446e+06,468.064,325.723,318553,8919.49
6.2443e+06,537.682,339.045,318633,8921.71
6.24411e+06,617.65,357.96,318720,8924.17
6.24389e+06,709.504,382.926,318818,8926.9
6.24364e+06,815.01,414.512,318927,8929.96
6.24335e+06,936.193,453.401,319050,8933.4
6.24303e+06,1075.38,500.411,319189,8937.29
6.24265e+06,1235.24,556.507,319347,8941.71
6.24221e+06,1418.84,622.822,319526,8946.72
6.24172e+06,1629.69,700.679,319730,8952.44
6.24114e+06,1871.83,791.618,319963,8958.96
6.24048e+06,2149.89,897.423,320229,8966.42
6.23973e+06,2469.17,1020.16,320534,8974.95
6.23886e+06,2835.76,1162.2,320883,8984.72
6.23787e+06,3256.65,1326.3,321283,8995.92
6.23672e+06,3739.81,1515.62,321741,9008.75
6.23541e+06,4294.42,1733.8,322267,9023.47
6.2339e+06,4930.97,1985.01,322869,9040.34
6.23217e+06,5661.44,2274.05,323561,9059.71
6.23019e+06,6499.57,2606.42,324355,9081.93
6.22791e+06,7461.06,2988.43,325265,9107.43
6.22529e+06,8563.82,3427.33,326310,9136.68
6.22229e+06,9828.31,3931.38,327509,9170.26
6.21885e+06,11277.8,4510.07,328885,9208.79
6.21727e+06,10570,5174.22,330464,9252.99
6.21579e+06,9906.22,5699.31,332038,9297.08
6.21475e+06,8937.15,6104.04,333599,9340.77
6.21381e+06,8062.72,6370.26,335103,9382.89
6.21296e+06,7273.72,6521.67,336546,9423.3
6.2122e+06,6561.83,6578.61,337926,9461.93
6.21151e+06,5919.53,6558.52,339240,9498.72
6.21089e+06,5340.03,6476.25,340488,9533.66
6.21033e+06,4817.2,6344.5,341669,9566.74
6.20982e+06,4345.52,6174,342786,9598
6.20937e+06,3919.98,5973.87,343838,9627.45
6.20896e+06,3536.09,5751.75,344827,9655.15
6.20859e+06,3189.76,5514.08,345756,9681.16
6.20825e+06,2877.34,5266.21,346626,9705.53
6.20795e+06,2595.5,5012.58,347440,9728.33
6.20768e+06,2341.25,4756.83,348201,9749.64
6.20743e+06,2111.9,4501.96,348911,9769.51
6.20721e+06,1905.01,4250.35,349572,9788.03
6.20701e+06,1718.38,4003.91,350188,9805.26
6.20683e+06,1550.02,3764.15,350760,9821.29
6.20667e+06,1398.16,3532.19,351292,9836.17
6.20652e+06,1261.17,3308.9,351785,9849.97
6.20639e+06,1137.6,3094.86,352242,9862.77
6.20623e+06,1065.88,2890.47,352665,9874.62
6.20608e+06,998.678,2699.92,353061,9885.7
6.20594e+06,935.711,2522.23,353430,9896.05
6.20581e+06,876.71,2356.52,353776,9905.73
6.20569e+06,821.427,2201.94,354100,9914.79
6.20558e+06,769.628,2057.72,354402,9923.25
6.20547e+06,721.094,1923.15,354685,9931.17
6.20537e+06,675.618,1797.56,354949,9938.57
6.20527e+06,633.009,1680.33,355196,9945.5
6.20518e+06,593.085,1570.9,355428,9951.98
6.2051e+06,555.679,1468.72,355644,9958.03
6.20502e+06,520.63,1373.3,355847,9963.7
6.20495e+06,487.792,1284.19,356036,9969.01
6.20488e+06,457.023,1200.95,356213,9973.97
6.20482e+06,428.195,1123.2,356379,9978.61
6.20476e+06,401.185,1050.55,356534,9982.95
6.2047e+06,375.878,982.674,356679,9987.02
6.20465e+06,352.167,919.243,356815,9990.82
6.2046e+06,329.951,859.961,356942,9994.38
6.20456e+06,309.136,804.552,357061,9997.71
6.20451e+06,289.634,752.758,357173,10000.8
6.20446e+06,281.479,704.338,357277,10003.8
6.20441e+06,273.552,660.08,357375,10006.5
6.20436e+06,265.849,619.579,357469,10009.1
6.20432e+06,258.362,582.471,357557,10011.6
6.20427e+06,251.086,548.429,357641,10014
6.20423e+06,244.014,517.159,357721,10016.2
6.20419e+06,237.141,488.397,357797,10018.3
6.20415e+06,230.461,461.904,357870,10020.4
6.20411e+06,223.97,437.466,357939,10022.3
6.20407e+06,217.66,414.891,358005,10024.2
6.20403e+06,211.529,394.007,358069,10025.9
6.20399e+06,205.57,374.656,358129,10027.6
6.20396e+06,199.778,356.698,358187,10029.2
6.20392e+06,194.15,340.007,358243,10030.8
6.20389e+06,188.68,324.47,358296,10032.3
6.20385e+06,183.363,309.982,358348,10033.7
6.20382e+06,178.197,296.452,358397,10035.1
6.20379e+06,173.176,283.797,358444,10036.4
6.20376e+06,168.296,271.94,358490,10037.7
6.20373e+06,163.553,260.814,358534,10039
6.2037e+06,158.945,250.358,358577,10040.1
6.20367e+06,160.016,240.515,358618,10041.3
6.20364e+06,161.095,231.792,358658,10042.4
6.2036e+06,162.181,224.073,358697,10043.5
6.20357e+06,163.274,217.257,358735,10044.6
6.20353e+06,164.374,211.25,358774,10045.7
6.2035e+06,165.482,205.971,358811,10046.7
6.20346e+06,166.596,201.345,358848,10047.8
6.20343e+06,167.718,197.307,358885,10048.8
6.20339e+06,168.847,193.795,358922,10049.8
6.20336e+06,169.984,190.758,358958,10050.8
6.20332e+06,171.128,188.146,358994,10051.8
6.20329e+06,172.28,185.918,359030,10052.8
6.20325e+06,173.439,184.033,359066,10053.8
6.20321e+06,174.606,182.459,359101,10054.8
6.20318e+06,175.78,181.163,359137,10055.8
6.20314e+06,176.963,180.117,359173,10056.8
6.2031e+06,178.152,179.297,359208,10057.8
6.20307e+06,179.35,178.681,359244,10058.8
6.20303e+06,180.555,178.247,359280,10059.8
6.20299e+06,181.769,177.979,359316,10060.8
6.20295e+06,182.99,177.86,359352,10061.9
6.20291e+06,190.609,177.875,359388,10062.9
6.20286e+06,198.545,178.65,359425,10063.9
6.20281e+06,206.811,180.139,359463,10065
6.20276e+06,215.421,182.302,359501,10066
6.20271e+06,224.389,185.104,359541,10067.1
6.20266e+06,233.729,188.514,359582,10068.3
6.2026e+06,243.458,192.508,359624,10069.5
6.20254e+06,253.592,197.064,359668,10070.7
6.20248e+06,264.146,202.165,359713,10072
6.20241e+06,275.139,207.797,359759,10073.3
6.20235e+06,286.589,213.949,359808,10074.6
6.20228e+06,298.515,220.614,359858,10076
6.2022e+06,310.936,227.787,359910,10077.5
6.20213e+06,323.873,235.464,359964,10079
6.20205e+06,337.348,243.645,360020,10080.5
6.20196e+06,351.382,252.333,360078,10082.2
6.20188e+06,365.998,261.532,360138,10083.9
6.20179e+06,381.222,271.246,360201,10085.6
6.2017e+06,397.077,281.484,360266,10087.4
6.2016e+06,413.59,292.255,360334,10089.3
6.2015e+06,430.788,303.57,360404,10091.3
6.20135e+06,493.818,315.442,360478,10093.4
6.20118e+06,566.066,332.396,360559,10095.6
6.20098e+06,648.878,354.833,360649,10098.2
6.20075e+06,743.798,383.244,360749,10101
6.20049e+06,852.594,418.226,360862,10104.1
6.20019e+06,977.291,460.492,360989,10107.7
6.19985e+06,1120.21,510.882,361133,10111.7
6.19946e+06,1284.01,570.385,361296,10116.3
6.19901e+06,1471.72,640.15,361481,10121.5
6.1985e+06,1686.85,721.515,361692,10127.4
6.19791e+06,1933.37,816.028,361933,10134.1
6.19724e+06,2215.86,925.478,362208,10141.8
6.19646e+06,2539.54,1051.92,362522,10150.6
6.19558e+06,2910.38,1197.74,362881,10160.7
6.19456e+06,3335.23,1365.65,363292,10172.2
6.1934e+06,3821.92,1558.79,363762,10185.3
6.19207e+06,4379.37,1780.73,364300,10200.4
6.19054e+06,5017.8,2035.61,364916,10217.7
6.18879e+06,5748.87,2328.13,365622,10237.4
6.18679e+06,6585.88,2663.68,366429,10260
6.1845e+06,7544.02,3048.45,367354,10285.9
6.18187e+06,8640.58,3489.47,368414,10315.6
6.17886e+06,9895.24,3994.81,369627,10349.5
6.17542e+06,11330.4,4573.67,371016,10388.4
6.17384e+06,10608.2,5236.54,372606,10433
6.17237e+06,9931.62,5759.04,374190,10477.3
6.17133e+06,8952.77,6160.17,375760,10521.3
6.1704e+06,8070.24,6422.18,377271,10563.6
6.16956e+06,7274.58,6569.01,378720,10604.2
6.1688e+06,6557.26,6621.17,380104,10642.9
6.16812e+06,5910.59,6596.24,381422,10679.8
6.1675e+06,5327.63,6509.21,382673,10714.8
6.16695e+06,4802.11,6372.82,383857,10748
6.16645e+06,4328.38,6197.91,384974,10779.3
6.166e+06,3901.35,5993.6,386027,10808.7
6.16559e+06,3516.42,5767.59,387016,10836.5
6.16523e+06,3169.44,5526.33,387945,10862.5
6.1649e+06,2856.68,5275.16,388814,10886.8
6.1646e+06,2574.77,5018.55,389627,10909.6
6.16433e+06,2320.67,4760.12,390387,10930.8
6.16409e+06,2091.63,4502.84,391095,10950.7
6.16387e+06,1885.19,4249.11,391754,10969.1
6.16367e+06,1699.12,4000.82,392368,10986.3
6.1635e+06,1531.4,3759.45,392938,11002.3
6.16334e+06,1380.24,3526.12,393467,11017.1
6.16319e+06,1244,3301.66,393957,11030.8
6.16306e+06,1121.2,3086.65,394412,11043.5
6.16291e+06,1049.42,2881.46,394833,11055.3
6.16276e+06,982.228,2690.19,395226,11066.3
6.16263e+06,919.338,2511.86,395593,11076.6
6.1625e+06,860.472,2345.57,395936,11086.2
6.16238e+06,805.373,2190.5,396257,11095.2
6.16227e+06,753.8,2045.85,396556,11103.6
6.16216e+06,705.527,1910.92,396836,11111.4
6.16207e+06,660.344,1785.03,397098,11118.7
6.16197e+06,618.053,1667.56,397343,11125.6
6.16189e+06,578.47,1557.94,397571,11132
6.16181e+06,541.42,1455.63,397785,11138
6.16173e+06,506.743,1360.13,397984,11143.6
6.16166e+06,474.285,1270.99,398171,11148.8
6.1616e+06,443.906,1187.76,398346,11153.7
6.16154e+06,415.472,1110.05,398509,11158.2
6.16148e+06,388.859,1037.48,398661,11162.5
6.16142e+06,363.95,969.714,398804,11166.5
6.16137e+06,340.636,906.423,398937,11170.2
6.16133e+06,318.815,847.306,399062,11173.7
6.16128e+06,298.391,792.084,399179,11177
6.16124e+06,279.276,740.497,399288,11180.1
6.16119e+06,271.072,692.302,399390,11182.9
6.16114e+06,263.108,648.24,399486,11185.6
6.1611e+06,255.378,607.912,399577,11188.2
6.16106e+06,247.874,570.956,399664,11190.6
6.16101e+06,240.591,537.049,399745,11192.9
6.16097e+06,233.521,505.9,399823,11195
6.16093e+06,226.659,477.245,399897,11197.1
6.16089e+06,219.998,450.851,399968,11199.1
6.16085e+06,213.533,426.503,400035,11201
6.16082e+06,207.258,404.012,400099,11202.8
6.16078e+06,201.166,383.205,400160,11204.5
6.16074e+06,195.254,363.928,400218,11206.1
6.16071e+06,189.515,346.042,400274,11207.7
6.16068e+06,183.945,329.42,400328,11209.2
6.16065e+06,178.538,313.95,400379,11210.6
6.16061e+06,173.29,299.53,400428,11212
6.16058e+06,168.196,286.067,400476,11213.3
6.16056e+06,163.252,273.479,400521,11214.6
6.16053e+06,158.453,261.691,400565,11215.8
6.1605e+06,153.794,250.634,400607,11217
6.16047e+06,149.273,240.248,400647,11218.1
6.16044e+06,150.061,230.478,400686,11219.2
6.16041e+06,150.854,221.791,400724,11220.3
6.16038e+06,151.65,214.076,400761,11221.3
6.16035e+06,152.45,207.234,400798,11222.3
6.16032e+06,153.255,201.176,400834,11223.3
6.16028e+06,154.063,195.82,400869,11224.3
6.16025e+06,154.876,191.096,400904,11225.3
6.16022e+06,155.692,186.939,400939,11226.3
6.16019e+06,156.513,183.291,400973,11227.2
6.16016e+06,157.338,180.1,401007,11228.2
6.16012e+06,158.167,177.32,401041,11229.1
6.16009e+06,159.001,174.908,401074,11230.1
6.16006e+06,159.838,172.827,401108,11231
6.16002e+06,160.68,171.045,401141,11232
6.15999e+06,161.526,169.529,401174,11232.9
6.15996e+06,162.376,168.254,401207,11233.8
6.15992e+06,163.231,167.195,401240,11234.7
6.15989e+06,164.09,166.331,401274,11235.7
6.15985e+06,164.953,165.641,401307,11236.6
6.15982e+06,165.821,165.108,401340,11237.5
6.15979e+06,166.692,164.717,401373,11238.4
6.15974e+06,173.349,164.454,401406,11239.4
6.1597e+06,180.271,164.883,401440,11240.3
6.15966e+06,187.469,165.96,401474,11241.3
6.15961e+06,194.955,167.646,401509,11242.3
6.15957e+06,202.739,169.908,401546,11243.3
6.15952e+06,210.833,172.715,401583,11244.3
6.15947e+06,219.25,176.043,401621,11245.4
6.15941e+06,228.003,179.871,401661,11246.5
6.15936e+06,237.104,184.18,401702,11247.6
6.1593e+06,246.568,188.957,401744,11248.8
6.15924e+06,256.41,194.189,401787,11250
6.15918e+06,266.644,199.867,401832,11251.3
6.15911e+06,277.285,205.985,401879,11252.6
6.15905e+06,288.351,212.539,401927,11254
6.15898e+06,299.857,219.525,401977,11255.4
6.1589e+06,311.822,226.943,402029,11256.8
6.15883e+06,324.263,234.796,402083,11258.3
6.15875e+06,337.2,243.085,402139,11259.9
6.15867e+06,350.651,251.816,402197,11261.5
6.15858e+06,364.639,260.994,402257,11263.2
6.15849e+06,379.182,270.628,402320,11265
6.15836e+06,433.742,280.726,402385,11266.8
6.15821e+06,496.15,295.241,402456,11268.8
6.15804e+06,567.533,314.506,402536,11271
6.15784e+06,649.18,338.928,402624,11273.5
6.15762e+06,742.565,369.004,402723,11276.2
6.15736e+06,849.376,405.327,402834,11279.3
6.15707e+06,971.537,448.597,402959,11282.9
6.15673e+06,1111.25,499.635,403101,11286.8
6.15634e+06,1271.04,559.397,403262,11291.3
6.1559e+06,1453.77,628.995,403445,11296.5
6.1554e+06,1662.74,709.712,403654,11302.3
6.15482e+06,1901.7,803.027,403891,11308.9
6.15416e+06,2174.94,910.646,404161,11316.5
6.15341e+06,2487.36,1034.53,404470,11325.2
6.15255e+06,2844.55,1176.91,404822,11335
6.15156e+06,3252.9,1340.38,405224,11346.3
6.15044e+06,3719.68,1527.88,405684,11359.1
6.14915e+06,4253.21,1742.78,406208,11373.8
6.14768e+06,4862.96,1988.95,406808,11390.6
6.14599e+06,5559.73,2270.78,407493,11409.8
6.14407e+06,6355.79,2593.31,408276,11431.7
6.14187e+06,7265.15,2962.3,409171,11456.8
6.13936e+06,8303.72,3384.29,410194,11485.4
6.13649e+06,9489.59,3866.76,411363,11518.2
6.13321e+06,10843.3,4418.21,412698,11555.6
6.13172e+06,10141.8,5048.35,414224,11598.3
6.13031e+06,9485.32,5543.56,415743,11640.8
6.12933e+06,8543.71,5922.21,417246,11682.9
6.12845e+06,7695.44,6167.78,418693,11723.4
6.12765e+06,6931.27,6303.27,420079,11762.2
6.12693e+06,6242.9,6348.43,421403,11799.3
6.12629e+06,5622.81,6320.1,422662,11834.5
6.12571e+06,5064.26,6232.67,423856,11868
6.12518e+06,4561.13,6098.38,424986,11899.6
6.12471e+06,4107.96,5927.58,426052,11929.5
6.12429e+06,3699.77,5729.02,427055,11957.5
6.1239e+06,3332.12,5510.05,427998,11984
6.12356e+06,3000.98,5276.83,428882,12008.7
6.12325e+06,2702.73,5034.47,429710,12031.9
6.12297e+06,2434.11,4787.2,430484,12053.6
6.12272e+06,2192.18,4538.49,431206,12073.8
6.12249e+06,1974.28,4291.15,431879,12092.6
6.12229e+06,1778.03,4047.45,432506,12110.2
6.1221e+06,1601.29,3809.17,433088,12126.5
6.12194e+06,1442.1,3577.72,433629,12141.6
6.12179e+06,1298.74,3354.14,434131,12155.7
6.12165e+06,1169.63,3139.21,434597,12168.7
6.12153e+06,1053.35,2933.46,435027,12180.8
6.12139e+06,984.928,2737.24,435426,12191.9
6.12125e+06,920.947,2554.34,435798,12202.4
6.12113e+06,861.119,2383.85,436146,12212.1
6.12101e+06,805.175,2224.9,436470,12221.2
6.1209e+06,752.863,2076.7,436773,12229.7
6.12079e+06,703.949,1938.5,437056,12237.6
6.12069e+06,658.21,1809.62,437321,12245
6.1206e+06,615.442,1689.41,437567,12251.9
6.12052e+06,575.452,1577.28,437798,12258.3
6.12044e+06,538.059,1472.68,438013,12264.4
6.12037e+06,503.095,1375.1,438214,12270
6.1203e+06,470.402,1284.05,438402,12275.3
6.12023e+06,439.833,1199.09,438577,12280.2
6.12017e+06,411.25,1119.8,438741,12284.8
6.12011e+06,384.523,1045.81,438894,12289
6.12006e+06,359.533,976.756,439037,12293
6.12001e+06,336.167,912.299,439171,12296.8
6.11997e+06,314.319,852.131,439296,12300.3
6.11992e+06,293.891,795.964,439413,12303.6
6.11988e+06,274.79,743.528,439522,12306.6
6.11984e+06,256.93,694.572,439623,12309.5
6.1198e+06,249.082,648.863,439719,12312.1
6.11976e+06,241.474,607.068,439808,12314.6
6.11971e+06,234.098,568.809,439893,12317
6.11967e+06,226.947,533.745,439974,12319.3
6.11964e+06,220.014,501.571,440050,12321.4
6.1196e+06,213.292,472.011,440122,12323.4
6.11956e+06,206.776,444.817,440190,12325.3
6.11953e+06,200.458,419.768,440255,12327.2
6.11949e+06,194.334,396.661,440317,12328.9
6.11946e+06,188.396,375.318,440377,12330.5
6.11942e+06,182.64,355.575,440433,12332.1
6.11939e+06,177.059,337.286,440487,12333.6
6.11936e+06,171.649,320.319,440538,12335.1
6.11933e+06,166.403,304.555,440587,12336.4
6.1193e+06,161.318,289.887,440634,12337.8
6.11928e+06,156.389,276.218,440680,12339
6.11925e+06,151.609,263.462,440723,12340.2
6.11922e+06,146.976,251.539,440764,12341.4
6.1192e+06,142.484,240.378,440804,12342.5
6.11917e+06,138.13,229.916,440842,12343.6
6.11915e+06,133.908,220.094,440879,12344.6
6.11912e+06,134.428,210.859,440915,12345.6
6.11909e+06,134.95,202.625,440949,12346.6
6.11907e+06,135.474,195.29,440983,12347.5
6.11904e+06,135.999,188.762,441016,12348.4
6.11901e+06,136.527,182.957,441049,12349.4
6.11898e+06,137.057,177.802,441080,12350.3
6.11895e+06,137.588,173.229,441112,12351.1
6.11893e+06,138.121,169.18,441143,12352
6.1189e+06,138.657,165.601,441174,12352.9
6.11887e+06,139.194,162.443,441204,12353.7
6.11884e+06,139.733,159.663,441234,12354.6
6.11881e+06,140.274,157.223,441264,12355.4
6.11878e+06,140.818,155.088,441294,12356.2
6.11875e+06,141.363,153.227,441324,12357.1
6.11872e+06,141.91,151.611,441353,12357.9
6.11869e+06,142.459,150.216,441382,12358.7
6.11866e+06,143.01,149.02,441412,12359.5
6.11864e+06,143.563,148.002,441441,12360.3
6.11861e+06,144.118,147.144,441470,12361.2
6.11858e+06,144.675,146.429,441499,12362
6.11855e+06,145.234,145.844,441528,12362.8
6.11851e+06,150.797,145.374,441557,12363.6
6.11847e+06,156.574,145.51,441587,12364.4
6.11844e+06,162.571,146.209,441617,12365.3
6.1184e+06,168.798,147.435,441648,12366.1
6.11836e+06,175.263,149.159,441680,12367
6.11831e+06,181.976,151.352,441712,12367.9
6.11827e+06,188.945,153.99,441746,12368.9
6.11823e+06,196.181,157.054,441780,12369.8
6.11818e+06,203.693,160.527,441815,12370.8
6.11813e+06,211.493,164.394,441852,12371.8
6.11808e+06,219.591,168.644,441889,12372.9
6.11802e+06,227.999,173.266,441928,12374
6.11797e+06,236.728,178.255,441968,12375.1
6.11791e+06,245.791,183.603,442010,12376.3
6.11785e+06,255.2,189.307,442053,12377.5
6.11779e+06,264.969,195.367,442097,12378.7
6.11773e+06,275.111,201.78,442143,12380
6.11766e+06,285.641,208.548,442191,12381.3
6.11759e+06,296.573,215.673,442240,12382.7
6.11752e+06,307.922,223.159,442291,12384.2
6.11745e+06,319.705,231.011,442344,12385.6
6.11734e+06,364.968,239.234,442400,12387.2
6.11721e+06,416.637,251.137,442460,12388.9
6.11707e+06,475.617,266.984,442527,12390.7
6.1169e+06,542.943,287.1,442601,12392.8
6.11672e+06,619.794,311.88,442684,12395.2
6.1165e+06,707.516,341.798,442777,12397.8
6.11626e+06,807.646,377.413,442882,12400.7
6.11598e+06,921.935,419.379,443001,12404
6.11566e+06,1052.38,468.461,443135,12407.8
6.1153e+06,1201.27,525.541,443287,12412
6.11489e+06,1371.19,591.642,443460,12416.9
6.11442e+06,1565.13,667.941,443656,12422.4
6.11388e+06,1786.44,755.789,443879,12428.6
6.11326e+06,2039,856.738,444133,12435.7
6.11256e+06,2327.19,972.566,444423,12443.8
6.11176e+06,2656.03,1105.31,444753,12453.1
6.11085e+06,3031.21,1257.28,445129,12463.6
6.1098e+06,3459.23,1431.15,445558,12475.6
6.10861e+06,3947.48,1629.95,446047,12489.3
6.10726e+06,4504.38,1857.14,446605,12504.9
6.10571e+06,5139.51,2116.67,447241,12522.7
6.10394e+06,5863.74,2413.02,447966,12543.1
6.10193e+06,6689.45,2751.34,448794,12566.2
6.09963e+06,7630.66,3137.45,449738,12592.7
6.09701e+06,8703.33,3577.98,450815,12622.8
6.09402e+06,9925.49,4080.5,452043,12657.2
6.09062e+06,11317.6,4653.57,453444,12696.4
6.08906e+06,10574.6,5306.95,455041,12741.1
6.08761e+06,9879.93,5818.85,456629,12785.6
6.0866e+06,8892.02,6208.66,458199,12829.6
6.08568e+06,8002.74,6459.61,459709,12871.8
6.08486e+06,7202.28,6595.84,461155,12912.3
6.08412e+06,6481.78,6638.02,462535,12951
6.08346e+06,5833.27,6603.81,463847,12987.7
6.08286e+06,5249.59,6508.26,465091,13022.5
6.08232e+06,4724.25,6364.17,466266,13055.5
6.08183e+06,4251.45,6182.36,467375,13086.5
6.0814e+06,3825.92,5971.96,468419,13115.7
6.081e+06,3442.96,5740.63,469398,13143.2
6.08065e+06,3098.31,5494.79,470317,13168.9
6.08033e+06,2788.14,5239.76,471176,13192.9
6.08004e+06,2509.01,4979.93,471979,13215.4
6.07979e+06,2257.81,4718.89,472728,13236.4
6.07956e+06,2031.75,4459.57,473425,13255.9
6.07935e+06,1828.32,4204.3,474075,13274.1
6.07916e+06,1645.25,3954.93,474678,13291
6.07899e+06,1480.5,3712.89,475238,13306.7
6.07884e+06,1332.25,3479.25,475757,13321.2
6.0787e+06,1198.84,3254.81,476238,13334.7
6.07858e+06,1078.78,3040.1,476684,13347.1
6.07843e+06,1007.66,2835.46,477096,13358.7
6.07829e+06,941.231,2644.74,477480,13369.4
6.07816e+06,879.174,2466.98,477839,13379.5
6.07804e+06,821.206,2301.29,478173,13388.8
6.07793e+06,767.058,2146.84,478485,13397.6
6.07783e+06,716.478,2002.85,478777,13405.8
6.07773e+06,669.232,1868.61,479049,13413.4
6.07764e+06,625.1,1743.44,479303,13420.5
6.07755e+06,583.877,1626.72,479539,13427.1
6.07747e+06,545.371,1517.88,479760,13433.3
6.0774e+06,509.404,1416.38,479967,13439.1
6.07733e+06,475.808,1321.72,480159,13444.5
6.07726e+06,444.427,1233.43,480339,13449.5
6.0772e+06,415.115,1151.07,480507,13454.2
6.07714e+06,387.735,1074.25,480663,13458.6
6.07709e+06,362.161,1002.59,480810,13462.7
6.07704e+06,338.274,935.743,480946,13466.5
6.077e+06,315.961,873.376,481074,13470.1
6.07695e+06,295.12,815.189,481192,13473.4
6.07691e+06,275.653,760.9,481304,13476.5
6.07687e+06,257.47,710.245,481407,13479.4
6.07683e+06,249.295,662.979,481504,13482.1
6.07679e+06,241.378,619.754,481595,13484.7
6.07675e+06,233.713,580.181,481681,13487.1
6.07671e+06,226.29,543.91,481763,13489.4
6.07667e+06,219.104,510.625,481840,13491.5
6.07663e+06,212.145,480.043,481913,13493.6
6.07659e+06,205.407,451.909,481982,13495.5
6.07656e+06,198.883,425.993,482048,13497.3
6.07652e+06,192.565,402.09,482110,13499.1
6.07649e+06,186.449,380.011,482170,13500.7
6.07646e+06,180.526,359.591,482226,13502.3
6.07643e+06,174.792,340.678,482280,13503.8
6.0764e+06,169.239,323.135,482332,13505.3
6.07637e+06,163.863,306.841,482381,13506.7
6.07634e+06,158.657,291.684,482428,13508
6.07631e+06,153.616,277.564,482473,13509.2
6.07629e+06,148.736,264.392,482516,13510.5
6.07626e+06,144.01,252.086,482558,13511.6
6.07624e+06,139.435,240.573,482597,13512.7
6.07621e+06,135.005,229.786,482635,13513.8
6.07619e+06,130.715,219.664,482672,13514.8
6.07616e+06,131.033,210.154,482707,13515.8
6.07614e+06,131.352,201.654,482741,13516.7
6.07611e+06,131.671,194.059,482774,13517.7
6.07608e+06,131.991,187.277,482807,13518.6
6.07606e+06,132.311,181.224,482839,13519.5
6.07603e+06,132.632,175.825,482870,13520.4
6.076e+06,132.954,171.013,482901,13521.2
6.07597e+06,133.276,166.729,482931,13522.1
6.07595e+06,133.599,162.917,482961,13522.9
6.07592e+06,133.923,159.529,482991,13523.7
6.07589e+06,134.248,156.521,483020,13524.6
6.07586e+06,134.573,153.856,483049,13525.4
6.07584e+06,134.898,151.497,483078,13526.2
6.07581e+06,135.225,149.413,483107,13527
6.07578e+06,135.552,147.576,483135,13527.8
6.07575e+06,135.879,145.96,483164,13528.6
6.07573e+06,136.208,144.543,483192,13529.4
6.0757e+06,136.537,143.305,483220,13530.2
6.07567e+06,136.867,142.227,483248,13530.9
6.07564e+06,137.197,141.293,483276,13531.7
6.07561e+06,137.528,140.487,483304,13532.5
6.07558e+06,142.563,139.798,483331,13533.3
6.07555e+06,147.783,139.683,483360,13534.1
6.07551e+06,153.194,140.102,483388,13534.9
6.07547e+06,158.802,141.019,483418,13535.7
6.07544e+06,164.615,142.402,483448,13536.5
6.0754e+06,170.641,144.225,483478,13537.4
6.07536e+06,176.888,146.463,483510,13538.3
6.07531e+06,183.363,149.095,483542,13539.2
6.07527e+06,190.074,152.104,483575,13540.1
6.07522e+06,197.031,155.476,483610,13541.1
6.07518e+06,204.242,159.196,483645,13542.1
6.07513e+06,211.716,163.255,483681,13543.1
6.07508e+06,219.464,167.644,483719,13544.1
6.07503e+06,227.495,172.356,483757,13545.2
6.07497e+06,235.819,177.388,483797,13546.3
6.07491e+06,244.447,182.734,483839,13547.5
6.07486e+06,253.391,188.394,483881,13548.7
6.0748e+06,262.661,194.366,483926,13549.9
6.07473e+06,272.269,200.651,483971,13551.2
6.07467e+06,282.229,207.251,484019,13552.5
6.0746e+06,292.551,214.169,484068,13553.9
6.0745e+06,333.264,221.407,484118,13555.3
6.07439e+06,379.64,231.973,484174,13556.9
6.07426e+06,432.467,246.09,484235,13558.6
6.07411e+06,492.641,264.039,484303,13560.5
6.07394e+06,561.185,286.16,484378,13562.6
6.07375e+06,639.26,312.861,484463,13565
6.07353e+06,728.19,344.625,484558,13567.6
6.07328e+06,829.483,382.016,484666,13570.6
6.073e+06,944.854,425.693,484787,13574
6.07267e+06,1076.26,476.418,484924,13577.9
6.07231e+06,1225.92,535.068,485079,13582.2
6.07189e+06,1396.36,602.654,485255,13587.1
6.07141e+06,1590.47,680.337,485455,13592.7
6.07087e+06,1811.51,769.445,485682,13599.1
6.07025e+06,2063.23,871.497,485940,13606.3
6.06954e+06,2349.84,988.23,486234,13614.5
6.06874e+06,2676.18,1121.62,486568,13623.9
6.06782e+06,3047.73,1273.94,486947,13634.5
6.06678e+06,3470.69,1447.75,487379,13646.6
6.0656e+06,3952.15,1645.99,487871,13660.4
6.06425e+06,4500.14,1872,488431,13676.1
6.06271e+06,5123.77,2129.57,489068,13693.9
6.06096e+06,5833.37,2423.03,489794,13714.2
