S,I,X,R,D
6.55234e+06,6016.11,3836.58,10246.2,286.895
6.55101e+06,6126.56,4043.79,11231.5,314.482
6.54966e+06,6238.71,4240.75,12248.5,342.959
6.54828e+06,6352.58,4428.67,13296.5,372.302
6.54734e+06,6000.22,4608.66,14374.6,402.489
6.54646e+06,5667.27,4734.91,15435.5,432.194
6.54562e+06,5352.66,4814.89,16475.7,461.32
6.54484e+06,5055.4,4855.18,17492.5,489.789
6.54409e+06,4774.55,4861.61,18483.5,517.539
6.54339e+06,4509.21,4839.29,19447.1,544.52
6.54272e+06,4258.53,4792.73,20382,570.696
6.5421e+06,4021.72,4725.89,21287.1,596.039
6.54151e+06,3798.02,4642.24,22161.9,620.533
6.54095e+06,3586.7,4544.82,23005.9,644.165
6.54042e+06,3387.1,4436.29,23819.1,666.934
6.53992e+06,3198.55,4318.94,24601.4,688.839
6.53945e+06,3020.47,4194.81,25353.2,709.888
6.53901e+06,2852.26,4065.63,26074.7,730.091
6.53859e+06,2693.39,3932.91,26766.5,749.461
6.53819e+06,2543.35,3797.95,27429.1,768.015
6.53782e+06,2401.64,3661.85,28063.2,785.77
6.53746e+06,2267.8,3525.58,28669.6,802.748
6.53713e+06,2141.4,3389.93,29248.9,818.97
6.53681e+06,2022.04,3255.58,29802,834.457
6.53652e+06,1909.31,3123.11,30329.8,849.235
6.53624e+06,1802.85,2992.99,30833.1,863.325
6.53597e+06,1702.32,2865.59,31312.6,876.754
6.53572e+06,1607.38,2741.24,31769.4,889.544
6.53548e+06,1517.73,2620.18,32204.3,901.72
6.53526e+06,1433.07,2502.6,32618.1,913.306
6.53505e+06,1353.13,2388.64,33011.6,924.326
6.53485e+06,1277.64,2278.4,33385.8,934.803
6.53466e+06,1206.36,2171.95,33741.4,944.76
6.53449e+06,1139.05,2069.31,34079.3,954.219
6.53432e+06,1075.49,1970.49,34400.1,963.203
6.53416e+06,1015.48,1875.47,34704.7,971.731
6.53401e+06,958.806,1784.22,34993.8,979.826
6.53387e+06,905.296,1696.68,35268.1,987.507
6.53374e+06,854.77,1612.79,35528.3,994.792
6.53361e+06,807.062,1532.47,35775,1001.7
6.53349e+06,762.015,1455.64,36009,1008.25
6.53338e+06,719.481,1382.2,36230.8,1014.46
6.53328e+06,679.32,1312.06,36440.9,1020.35
6.53318e+06,641.399,1245.11,36640.1,1025.92
6.53308e+06,605.594,1181.26,36828.7,1031.2
6.53299e+06,571.787,1120.38,37007.4,1036.21
6.53291e+06,539.867,1062.39,37176.6,1040.95
6.53283e+06,509.728,1007.16,37336.8,1045.43
6.53275e+06,481.27,954.596,37488.5,1049.68
6.53268e+06,454.402,904.59,37632.1,1053.7
6.53262e+06,429.033,857.039,37768,1057.5
6.53255e+06,405.079,811.838,37896.6,1061.11
6.53249e+06,382.463,768.889,38018.3,1064.51
6.53244e+06,361.11,728.094,38133.5,1067.74
6.53238e+06,340.948,689.357,38242.4,1070.79
6.53233e+06,321.912,652.586,38345.4,1073.67
6.53229e+06,303.939,617.691,38442.9,1076.4
6.53224e+06,286.969,584.586,38535,1078.98
6.5322e+06,270.946,553.188,38622.2,1081.42
6.53216e+06,255.818,523.415,38704.6,1083.73
6.53212e+06,241.535,495.189,38782.5,1085.91
6.5321e+06,219.175,468.437,38856.2,1087.97
6.53207e+06,198.885,442.2,38924.9,1089.9
6.53205e+06,180.473,416.63,38989.1,1091.69
6.53203e+06,163.766,391.848,39048.8,1093.37
6.53201e+06,148.605,367.942,39104.3,1094.92
6.532e+06,134.848,344.978,39156,1096.37
6.53198e+06,122.364,322.999,39204,1097.71
6.53197e+06,111.037,302.031,39248.5,1098.96
6.53196e+06,100.757,282.086,39289.8,1100.11
6.53194e+06,91.4299,263.164,39328.1,1101.19
6.53193e+06,82.9659,245.253,39363.6,1102.18
6.53192e+06,75.2854,228.338,39396.4,1103.1
6.53192e+06,68.316,212.393,39426.7,1103.95
6.53191e+06,61.9918,197.391,39454.8,1104.73
6.5319e+06,56.2531,183.298,39480.7,1105.46
6.5319e+06,51.0456,170.08,39504.7,1106.13
6.53189e+06,46.3202,157.701,39526.8,1106.75
6.53189e+06,42.0323,146.121,39547.2,1107.32
6.53188e+06,38.1413,135.303,39566,1107.85
6.53188e+06,34.6106,125.208,39583.4,1108.33
6.53187e+06,31.4066,115.798,39599.4,1108.78
6.53187e+06,29.6533,107.034,39614.1,1109.19
6.53186e+06,27.9979,98.9966,39627.7,1109.58
6.53186e+06,26.4349,91.6195,39640.4,1109.93
6.53186e+06,24.9592,84.8445,39652.2,1110.26
6.53185e+06,23.5659,78.6184,39663.2,1110.57
6.53185e+06,22.2504,72.8931,39673.4,1110.86
6.53185e+06,21.0083,67.6247,39683,1111.12
6.53184e+06,19.8356,62.7737,39691.8,1111.37
6.53184e+06,18.7283,58.3041,39700.1,1111.6
6.53184e+06,17.6829,54.1833,39707.8,1111.82
6.53183e+06,16.6959,50.3815,39715,1112.02
6.53183e+06,15.7639,46.8719,39721.7,1112.21
6.53183e+06,14.884,43.6299,39727.9,1112.38
6.53183e+06,14.0532,40.6331,39733.8,1112.55
6.53182e+06,13.2688,37.8613,39739.3,1112.7
6.53182e+06,12.5282,35.2961,39744.4,1112.84
6.53182e+06,11.8289,32.9205,39749.2,1112.98
6.53182e+06,11.1687,30.7191,39753.6,1113.1
6.53182e+06,10.5453,28.6781,39757.8,1113.22
6.53182e+06,9.95674,26.7845,39761.8,1113.33
6.53181e+06,9.40103,25.0267,39765.4,1113.43
6.53181e+06,9.22179,23.3941,39768.9,1113.53
6.53181e+06,9.04598,21.9113,39772.1,1113.62
6.53181e+06,8.87354,20.5635,39775.2,1113.71
6.53181e+06,8.70439,19.3369,39778.2,1113.79
6.53181e+06,8.53847,18.2195,39781,1113.87
6.5318e+06,8.37572,17.2004,39783.6,1113.94
6.5318e+06,8.21608,16.2698,39786.2,1114.01
6.5318e+06,8.0595,15.4188,39788.7,1114.08
6.5318e+06,7.9059,14.6397,39791,1114.15
6.5318e+06,7.75524,13.9254,39793.3,1114.21
6.5318e+06,7.60746,13.2693,39795.4,1114.27
6.5318e+06,7.4625,12.666,39797.5,1114.33
6.53179e+06,7.32031,12.1102,39799.5,1114.39
6.53179e+06,7.18083,11.5973,39801.5,1114.44
6.53179e+06,7.04402,11.1232,39803.3,1114.49
6.53179e+06,6.90983,10.6841,39805.2,1114.54
6.53179e+06,6.77819,10.2768,39806.9,1114.59
6.53179e+06,6.64907,9.89814,39808.6,1114.64
6.53179e+06,6.52242,9.54552,39810.3,1114.69
6.53179e+06,6.39818,9.21648,39811.9,1114.73
6.53178e+06,6.27631,8.90884,39813.5,1114.78
6.53178e+06,6.38744,8.62065,39815,1114.82
6.53178e+06,6.50055,8.37319,39816.5,1114.86
6.53178e+06,6.61567,8.16248,39818,1114.9
6.53178e+06,6.73284,7.98494,39819.4,1114.94
6.53178e+06,6.85209,7.83737,39820.9,1114.99
6.53178e+06,6.97346,7.7169,39822.4,1115.03
6.53177e+06,7.09699,7.62095,39823.8,1115.07
6.53177e+06,7.22272,7.54722,39825.3,1115.11
6.53177e+06,7.35069,7.49363,39826.8,1115.15
6.53177e+06,7.48093,7.45836,39828.3,1115.19
6.53177e+06,7.61349,7.43973,39829.8,1115.23
6.53177e+06,7.74841,7.43628,39831.3,1115.28
6.53176e+06,7.88573,7.44667,39832.8,1115.32
6.53176e+06,8.0255,7.46972,39834.3,1115.36
6.53176e+06,8.16775,7.50439,39835.9,1115.4
6.53176e+06,8.31253,7.54971,39837.4,1115.45
6.53176e+06,8.45989,7.60485,39839,1115.49
6.53176e+06,8.60988,7.66906,39840.6,1115.54
6.53175e+06,8.76253,7.74167,39842.3,1115.58
6.53175e+06,8.9179,7.82208,39843.9,1115.63
6.53175e+06,9.07603,7.90976,39845.6,1115.68
6.53175e+06,9.57057,8.00424,39847.3,1115.72
6.53174e+06,10.0921,8.13846,39849,1115.77
6.53174e+06,10.642,8.31103,39850.9,1115.82
6.53174e+06,11.2219,8.52086,39852.8,1115.88
6.53174e+06,11.8335,8.76711,39854.7,1115.93
6.53173e+06,12.4783,9.0492,39856.8,1115.99
6.53173e+06,13.1584,9.36677,39859,1116.05
6.53173e+06,13.8755,9.7197,39861.2,1116.11
6.53172e+06,14.6317,10.1081,39863.6,1116.18
6.53172e+06,15.4291,10.5321,39866,1116.25
6.53172e+06,16.2701,10.9923,39868.6,1116.32
6.53171e+06,17.1568,11.4893,39871.4,1116.4
6.53171e+06,18.092,12.0239,39874.2,1116.48
6.5317e+06,19.0781,12.5971,39877.2,1116.56
6.5317e+06,20.118,13.2099,39880.4,1116.65
6.53169e+06,21.2146,13.8637,39883.7,1116.74
6.53169e+06,22.371,14.56,39887.2,1116.84
6.53168e+06,23.5905,15.3003,39890.9,1116.95
6.53168e+06,24.8764,16.0865,39894.8,1117.06
6.53167e+06,26.2325,16.9204,39898.9,1117.17
6.53166e+06,27.6625,17.8043,39903.2,1117.29
6.53165e+06,32.2211,18.7402,39907.8,1117.42
6.53164e+06,37.5309,20.0359,39912.9,1117.56
6.53163e+06,43.7159,21.7293,39918.6,1117.72
6.53161e+06,50.9201,23.8671,39925.2,1117.91
6.53159e+06,59.3117,26.5056,39932.7,1118.11
6.53157e+06,69.0862,29.712,39941.2,1118.35
6.53154e+06,80.4716,33.5662,39951.1,1118.63
6.53151e+06,93.7334,38.1627,39962.5,1118.95
6.53148e+06,109.181,43.6129,39975.7,1119.32
6.53144e+06,127.174,50.0476,39991,1119.75
6.53139e+06,148.132,57.6201,40008.7,1120.24
6.53134e+06,172.544,66.51,40029.3,1120.82
6.53128e+06,200.98,76.9272,40053.2,1121.49
6.5312e+06,234.101,89.1171,40081,1122.27
6.53112e+06,272.679,103.366,40113.3,1123.17
6.53102e+06,317.615,120.008,40150.9,1124.23
6.5309e+06,369.954,139.432,40194.7,1125.45
6.53076e+06,430.916,162.094,40245.6,1126.88
6.5306e+06,501.921,188.522,40304.9,1128.54
6.53042e+06,584.623,219.334,40374,1130.47
6.5302e+06,680.946,255.249,40454.4,1132.72
6.52995e+06,793.132,297.104,40548,1135.34
6.52966e+06,923.792,345.875,40657,1138.4
6.52932e+06,1075.96,402.698,40784,1141.95
6.52893e+06,1253.18,468.897,40931.8,1146.09
6.52847e+06,1459.56,546.013,41104,1150.91
6.52793e+06,1699.89,635.838,41304.6,1156.53
6.52731e+06,1979.75,740.464,41538.2,1163.07
6.52658e+06,2305.61,862.319,41810.2,1170.69
6.52573e+06,2685.02,1004.23,42127,1179.56
6.52475e+06,3126.74,1169.5,42495.9,1189.89
6.5236e+06,3640.97,1361.95,42925.5,1201.92
6.52226e+06,4239.52,1586.04,43425.8,1215.92
6.5207e+06,4936.17,1846.95,44008.4,1232.23
6.51889e+06,5746.86,2150.7,44686.7,1251.23
6.51678e+06,6690.12,2504.29,45476.5,1273.34
6.51433e+06,7787.41,2915.86,46395.9,1299.08
6.51147e+06,9063.61,3394.85,47466.2,1329.05
6.50815e+06,10547.5,3952.22,48712.1,1363.94
6.50661e+06,9954.04,4600.68,50162,1404.54
6.50551e+06,9029.05,5123.14,51617.5,1445.29
6.50452e+06,8189.85,5499.38,53032.7,1484.92
6.50362e+06,7428.52,5753.03,54401.7,1523.25
6.50281e+06,6737.85,5904.47,55719.8,1560.15
6.50207e+06,6111.3,5971.28,56984,1595.55
6.50139e+06,5542.94,5968.56,58192.3,1629.38
6.50079e+06,5027.37,5909.29,59343.4,1661.62
6.50023e+06,4559.71,5804.55,60437.1,1692.24
6.49973e+06,4135.51,5663.81,61473.5,1721.26
6.49928e+06,3750.74,5495.12,62453.5,1748.7
6.49887e+06,3401.74,5305.3,63378.1,1774.59
6.49849e+06,3085.19,5100.09,64248.8,1798.97
6.49816e+06,2798.08,4884.32,65067.3,1821.88
6.49785e+06,2537.67,4662.02,65835.5,1843.39
6.49757e+06,2301.49,4436.53,66555.5,1863.55
6.49732e+06,2087.28,4210.61,67229.3,1882.42
6.49709e+06,1892.99,3986.48,67859.1,1900.05
6.49688e+06,1716.78,3765.97,68447,1916.52
6.49669e+06,1556.97,3550.51,68995.3,1931.87
6.49652e+06,1412.03,3341.21,69506.1,1946.17
6.49637e+06,1280.58,3138.94,69981.4,1959.48
6.49618e+06,1208.19,2944.31,70423.3,1971.85
6.496e+06,1139.89,2762.46,70838.6,1983.48
6.49584e+06,1075.45,2592.47,71228.8,1994.41
6.49568e+06,1014.64,2433.51,71595.6,2004.68
6.49553e+06,957.274,2284.81,71940.4,2014.33
6.49539e+06,903.144,2145.66,72264.6,2023.41
6.49526e+06,852.073,2015.4,72569.5,2031.95
6.49513e+06,803.888,1893.42,72856.3,2039.98
6.49502e+06,758.425,1779.17,73126,2047.53
6.49491e+06,715.531,1672.11,73379.8,2054.63
6.4948e+06,675.062,1571.77,73618.5,2061.32
6.4947e+06,636.88,1477.7,73843.2,2067.61
6.49461e+06,600.857,1389.48,74054.7,2073.53
6.49452e+06,566.87,1306.73,74253.7,2079.1
6.49444e+06,534.804,1229.08,74441.1,2084.35
6.49436e+06,504.551,1156.21,74617.4,2089.29
6.49429e+06,476.009,1087.81,74783.5,2093.94
6.49422e+06,449.081,1023.58,74939.9,2098.32
6.49415e+06,423.676,963.267,75087.2,2102.44
6.49409e+06,399.707,906.611,75225.9,2106.32
6.49403e+06,377.094,853.382,75356.5,2109.98
6.49396e+06,369.544,803.364,75479.5,2113.43
6.49389e+06,362.146,757.732,75596.8,2116.71
6.49383e+06,354.894,716.052,75708.8,2119.85
6.49376e+06,347.788,677.931,75815.9,2122.85
6.4937e+06,340.823,643.019,75918.5,2125.72
6.49364e+06,333.997,610.999,76016.9,2128.47
6.49358e+06,327.308,581.588,76111.4,2131.12
6.49352e+06,320.752,554.531,76202.3,2133.66
6.49346e+06,314.327,529.601,76289.8,2136.11
6.4934e+06,308.03,506.59,76374.2,2138.48
6.49334e+06,301.859,485.316,76455.6,2140.76
6.49329e+06,295.811,465.611,76534.4,2142.96
6.49324e+06,289.883,447.327,76610.5,2145.09
6.49318e+06,284.075,430.331,76684.2,2147.16
6.49313e+06,278.382,414.5,76755.7,2149.16
6.49308e+06,272.803,399.728,76825,2151.1
6.49303e+06,267.336,385.916,76892.2,2152.98
6.49298e+06,261.978,372.977,76957.5,2154.81
6.49293e+06,256.727,360.833,77021,2156.59
6.49289e+06,251.581,349.412,77082.8,2158.32
6.49284e+06,246.537,338.651,77142.9,2160
6.49279e+06,250.606,328.491,77201.4,2161.64
6.49273e+06,254.742,319.783,77259.3,2163.26
6.49268e+06,258.945,312.383,77316.8,2164.87
6.49262e+06,263.217,306.165,77373.9,2166.47
6.49256e+06,267.56,301.013,77430.8,2168.06
6.4925e+06,271.973,296.825,77487.7,2169.66
6.49244e+06,276.459,293.508,77544.6,2171.25
6.49238e+06,281.019,290.982,77601.6,2172.84
6.49232e+06,285.653,289.171,77658.8,2174.45
6.49226e+06,290.363,288.009,77716.3,2176.06
6.49219e+06,295.151,287.438,77774.1,2177.67
6.49213e+06,300.016,287.405,77832.3,2179.31
6.49206e+06,304.962,287.861,77891.1,2180.95
6.492e+06,309.988,288.765,77950.4,2182.61
6.49193e+06,315.097,290.079,78010.2,2184.29
6.49186e+06,320.289,291.768,78070.8,2185.98
6.49179e+06,325.566,293.804,78132,2187.7
6.49172e+06,330.929,296.157,78193.9,2189.43
6.49165e+06,336.38,298.805,78256.6,2191.19
6.49157e+06,341.92,301.726,78320.1,2192.96
6.4915e+06,347.55,304.9,78384.5,2194.77
6.49141e+06,365.974,308.312,78449.7,2196.59
6.49131e+06,385.373,313.215,78517.2,2198.48
6.49122e+06,405.799,319.553,78587,2200.44
6.49111e+06,427.306,327.283,78659.6,2202.47
6.491e+06,449.951,336.369,78735,2204.58
6.49089e+06,473.794,346.785,78813.7,2206.78
6.49077e+06,498.9,358.515,78895.7,2209.08
6.49064e+06,525.333,371.55,78981.5,2211.48
6.4905e+06,553.164,385.888,79071.1,2213.99
6.49036e+06,582.467,401.535,79165.1,2216.62
6.49021e+06,613.319,418.504,79263.5,2219.38
6.49006e+06,645.802,436.814,79366.6,2222.27
6.48989e+06,680.002,456.489,79474.9,2225.3
6.48972e+06,716.009,477.563,79588.5,2228.48
6.48953e+06,753.917,500.07,79707.9,2231.82
6.48934e+06,793.827,524.054,79833.3,2235.33
6.48914e+06,835.845,549.564,79965.1,2239.02
6.48892e+06,880.079,576.654,80103.6,2242.9
6.4887e+06,926.648,605.382,80249.3,2246.98
6.48846e+06,975.673,635.813,80402.5,2251.27
6.48821e+06,1027.28,668.019,80563.7,2255.78
6.48784e+06,1194.18,702.075,80733.2,2260.53
6.4874e+06,1388.17,749.32,80922.8,2265.84
6.48689e+06,1613.64,811.107,81136.6,2271.82
6.48631e+06,1875.69,889.09,81379,2278.61
6.48562e+06,2180.23,985.26,81655.5,2286.35
6.48482e+06,2534.13,1102,81972.1,2295.22
6.4839e+06,2945.37,1242.13,82335.7,2305.4
6.48282e+06,3423.19,1408.97,82754.4,2317.12
6.48157e+06,3978.33,1606.45,83237.6,2330.65
6.48012e+06,4623.2,1839.14,83796.1,2346.29
6.47844e+06,5372.24,2112.4,84442.4,2364.39
6.47648e+06,6242.12,2432.47,85190.8,2385.34
6.4742e+06,7252.17,2806.62,86058.3,2409.63
6.47156e+06,8424.74,3243.32,87064.2,2437.8
6.46849e+06,9785.63,3752.38,88231,2470.47
6.46492e+06,11364.7,4345.2,89584.8,2508.37
6.46327e+06,10714.4,5034.98,91155.7,2552.36
6.46171e+06,10101,5588.83,92730.7,2596.46
6.46024e+06,9522.37,6024.4,94299.7,2640.39
6.4592e+06,8630.22,6357.33,95854.4,2683.92
6.45826e+06,7821.5,6566.82,97353.1,2725.89
6.45741e+06,7088.44,6673.9,98791.9,2766.17
6.45663e+06,6423.99,6696.66,100168,2804.71
6.45593e+06,5821.74,6650.65,101480,2841.45
6.4553e+06,5275.87,6549.13,102727,2876.37
6.45472e+06,4781.14,6403.47,103910,2909.48
6.4542e+06,4332.75,6223.31,105028,2940.8
6.45373e+06,3926.37,6016.83,106084,2970.35
6.4533e+06,3558.08,5790.93,107078,2998.19
6.45291e+06,3224.31,5551.43,108013,3024.37
6.45256e+06,2921.83,5303.18,108891,3048.94
6.45224e+06,2647.7,5050.19,109713,3071.97
6.45196e+06,2399.28,4795.8,110483,3093.53
6.45169e+06,2174.16,4542.72,111203,3113.67
6.45146e+06,1970.15,4293.15,111874,3132.48
6.45124e+06,1785.28,4048.83,112501,3150.02
6.45105e+06,1617.74,3811.14,113084,3166.35
6.45087e+06,1465.93,3581.13,113627,3181.55
6.45071e+06,1328.35,3359.58,114132,3195.69
6.45057e+06,1203.69,3147.05,114600,3208.81
6.45039e+06,1134.43,2943.9,115036,3220.99
6.45023e+06,1069.16,2754.71,115443,3232.41
6.45007e+06,1007.63,2578.44,115826,3243.12
6.44993e+06,949.647,2414.14,116184,3253.16
6.44979e+06,894.994,2260.93,116521,3262.58
6.44966e+06,843.484,2118.01,116836,3271.42
6.44954e+06,794.936,1984.63,117132,3279.71
6.44942e+06,749.18,1860.1,117410,3287.49
6.44931e+06,706.056,1743.8,117671,3294.8
6.44921e+06,665.412,1635.14,117916,3301.66
6.44911e+06,627.107,1533.59,118146,3308.1
6.44902e+06,591.005,1438.65,118362,3314.15
6.44894e+06,556.981,1349.86,118565,3319.83
6.44886e+06,524.914,1266.79,118756,3325.17
6.44878e+06,494.693,1189.05,118935,3330.19
6.44871e+06,466.21,1116.29,119104,3334.9
6.44864e+06,439.367,1048.16,119262,3339.33
6.44858e+06,414.069,984.342,119411,3343.5
6.44852e+06,390.227,924.558,119551,3347.41
6.44846e+06,367.757,868.536,119682,3351.1
6.44841e+06,346.581,816.027,119806,3354.56
6.44834e+06,339.206,766.797,119922,3357.81
6.44828e+06,331.987,721.891,120032,3360.91
6.44822e+06,324.921,680.879,120138,3363.86
6.44816e+06,318.006,643.377,120238,3366.68
6.4481e+06,311.237,609.038,120335,3369.37
6.44805e+06,304.611,577.553,120427,3371.95
6.44799e+06,298.126,548.642,120515,3374.42
6.44794e+06,291.779,522.054,120600,3376.79
6.44788e+06,285.566,497.565,120681,3379.06
6.44783e+06,279.486,474.972,120759,3381.26
6.44778e+06,273.534,454.093,120835,3383.37
6.44773e+06,267.709,434.766,120907,3385.41
6.44768e+06,262.008,416.843,120978,3387.37
6.44764e+06,256.427,400.192,121046,3389.28
6.44759e+06,250.965,384.695,121111,3391.11
6.44754e+06,245.62,370.245,121175,3392.89
6.4475e+06,240.387,356.746,121236,3394.62
6.44746e+06,235.266,344.111,121296,3396.29
6.44741e+06,230.254,332.263,121354,3397.91
6.44737e+06,225.348,321.132,121410,3399.49
6.44733e+06,220.547,310.654,121465,3401.02
6.44728e+06,223.853,300.774,121518,3402.5
6.44723e+06,227.208,292.239,121570,3403.97
6.44718e+06,230.614,284.918,121622,3405.43
6.44713e+06,234.07,278.69,121674,3406.87
6.44708e+06,237.577,273.448,121725,3408.31
6.44703e+06,241.136,269.095,121776,3409.74
6.44698e+06,244.749,265.545,121827,3411.17
6.44693e+06,248.415,262.722,121878,3412.6
6.44687e+06,252.135,260.556,121930,3414.03
6.44682e+06,255.911,258.984,121981,3415.46
6.44676e+06,259.743,257.952,122032,3416.9
6.4467e+06,263.632,257.409,122084,3418.35
6.44665e+06,267.579,257.31,122136,3419.81
6.44659e+06,271.584,257.617,122189,3421.28
6.44653e+06,275.648,258.292,122242,3422.76
6.44647e+06,279.773,259.304,122295,3424.26
6.44641e+06,283.959,260.625,122349,3425.77
6.44635e+06,288.207,262.229,122403,3427.29
6.44628e+06,292.519,264.093,122458,3428.83
6.44622e+06,296.893,266.196,122514,3430.39
6.44616e+06,301.333,268.52,122570,3431.97
6.44608e+06,316.775,271.05,122627,3433.57
6.446e+06,333.007,274.863,122686,3435.21
6.44591e+06,350.069,279.908,122747,3436.91
6.44583e+06,368.005,286.14,122810,3438.68
6.44573e+06,386.858,293.526,122875,3440.51
6.44563e+06,406.676,302.037,122943,3442.41
6.44553e+06,427.507,311.655,123014,3444.4
6.44542e+06,449.404,322.368,123088,3446.47
6.44531e+06,472.421,334.169,123165,3448.63
6.44519e+06,496.614,347.058,123246,3450.89
6.44506e+06,522.044,361.042,123330,3453.25
6.44493e+06,548.773,376.131,123419,3455.72
6.44479e+06,576.868,392.342,123511,3458.31
6.44464e+06,606.399,409.696,123608,3461.03
6.44449e+06,637.437,428.219,123710,3463.87
6.44433e+06,670.061,447.942,123816,3466.85
6.44416e+06,704.35,468.9,123928,3469.99
6.44398e+06,740.389,491.132,124045,3473.27
6.44379e+06,778.266,514.682,124169,3476.72
6.44359e+06,818.076,539.6,124298,3480.34
6.44338e+06,859.916,565.936,124434,3484.14
6.44307e+06,997.472,593.75,124576,3488.13
6.44271e+06,1157.02,632.46,124735,3492.59
6.44229e+06,1342.06,683.144,124914,3497.6
6.4418e+06,1556.66,747.123,125117,3503.27
6.44124e+06,1805.53,825.984,125347,3509.72
6.44058e+06,2094.13,921.626,125610,3517.09
6.43983e+06,2428.79,1036.3,125912,3525.53
6.43894e+06,2816.83,1172.64,126258,3535.23
6.43792e+06,3266.72,1333.78,126657,3546.4
6.43674e+06,3788.28,1523.34,127117,3559.29
6.43537e+06,4392.86,1745.57,127649,3574.16
6.43378e+06,5093.58,2005.41,128262,3591.35
6.43193e+06,5905.62,2308.61,128972,3611.22
6.42979e+06,6846.5,2661.85,129794,3634.22
6.42731e+06,7936.47,3072.86,130745,3660.85
6.42444e+06,9198.84,3550.62,131845,3691.67
6.42111e+06,10660.5,4105.5,133120,3727.37
6.41957e+06,10040.1,4749.5,134597,3768.72
6.41812e+06,9455.48,5265.27,136076,3810.13
6.4171e+06,8562.9,5669.54,137548,3851.35
6.41617e+06,7754.44,5943.01,138971,3891.2
6.41533e+06,7022.18,6107.51,140341,3929.55
6.41457e+06,6358.98,6181.87,141654,3966.31
6.41388e+06,5758.32,6182.28,142908,4001.43
6.41325e+06,5214.34,6122.57,144102,4034.86
6.41269e+06,4721.69,6014.6,145236,4066.6
6.41218e+06,4275.54,5868.47,146309,4096.67
6.41171e+06,3871.51,5692.75,147324,4125.07
6.4113e+06,3505.63,5494.68,148280,4151.85
6.41092e+06,3174.3,5280.39,149180,4177.05
6.41057e+06,2874.27,5055,150026,4200.72
6.41026e+06,2602.58,4822.77,150819,4222.92
6.40998e+06,2356.56,4587.25,151561,4243.72
6.40972e+06,2133.78,4351.34,152256,4263.16
6.40949e+06,1932.06,4117.4,152904,4281.32
6.40928e+06,1749.39,3887.33,153509,4298.25
6.40909e+06,1583.99,3662.66,154073,4314.04
6.40892e+06,1434.23,3444.53,154597,4328.73
